,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_lr__fit_intercept,param_lr__penalty,param_lr__solver,param_tfidf__max_df,param_tfidf__max_features,param_tfidf__ngram_range,params,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,mean_train_precision,std_train_precision,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,mean_train_f1,std_train_f1
32,0.017895638942718506,0.0004289168916216836,0.0,0.0,True,l1,newton-cg,0.9,3000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.9, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
33,0.02982121706008911,0.0005880479676903047,0.0,0.0,True,l1,newton-cg,0.9,3000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.9, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
34,0.01724064350128174,0.0003065604270887674,0.0,0.0,True,l1,newton-cg,0.9,5000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.9, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
35,0.03005915880203247,0.0005914999266619702,0.0,0.0,True,l1,newton-cg,0.9,5000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cg', 'tfidf__max_df': 0.9, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
36,0.017200052738189697,0.0003313656474596438,0.0,0.0,True,l1,newton-cholesky,0.8,1000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cholesky', 'tfidf__max_df': 0.8, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
37,0.02948695421218872,0.0005319875693351462,0.0,0.0,True,l1,newton-cholesky,0.8,1000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cholesky', 'tfidf__max_df': 0.8, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
38,0.01767265796661377,0.0004877435954161717,0.0,0.0,True,l1,newton-cholesky,0.8,3000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cholesky', 'tfidf__max_df': 0.8, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
39,0.029735565185546875,0.0004869471997582343,0.0,0.0,True,l1,newton-cholesky,0.8,3000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cholesky', 'tfidf__max_df': 0.8, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
40,0.01710110902786255,0.0003330634323423117,0.0,0.0,True,l1,newton-cholesky,0.8,5000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cholesky', 'tfidf__max_df': 0.8, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
41,0.030573010444641113,0.00046150596660150936,0.0,0.0,True,l1,newton-cholesky,0.8,5000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cholesky', 'tfidf__max_df': 0.8, 'tfidf__max_features': 5000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
42,0.017161250114440918,0.0003259460366518602,0.0,0.0,True,l1,newton-cholesky,0.9,1000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cholesky', 'tfidf__max_df': 0.9, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
43,0.029697179794311523,0.0006291297333603508,0.0,0.0,True,l1,newton-cholesky,0.9,1000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cholesky', 'tfidf__max_df': 0.9, 'tfidf__max_features': 1000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
44,0.017195522785186768,0.00017315709438226324,0.0,0.0,True,l1,newton-cholesky,0.9,3000,"(1, 1)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cholesky', 'tfidf__max_df': 0.9, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (1, 1)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
45,0.030477821826934814,0.0010600148394603497,0.0,0.0,True,l1,newton-cholesky,0.9,3000,"(2, 2)","{'lr__fit_intercept': True, 'lr__penalty': 'l1', 'lr__solver': 'newton-cholesky', 'tfidf__max_df': 0.9, 'tfidf__max_features': 3000, 'tfidf__ngram_range': (2, 2)}",,,,,,,193,,,,,,,,,,,,,193,,,,,,,,,,,,,193,,,,,,
